source,target,weight
cdf15aa7-b357-4c10-9a81-69ef12584add,a3d44d3e-6f3d-4fdf-bc7e-dc2c29bdedba,1.0
fd02c8ea-b13a-4ef0-bc29-a8e7d9fdbfe2,4593378d-486b-4bd4-9243-d9948b37b4a4,0.6666666666666667
d50248f7-e1f5-430a-aa77-8b3429981233,b640ec13-2f81-442c-90ff-db8c18d9da9b,1.0
872629dc-18ff-4571-b62f-89af9d28daaa,5a88f18d-2daf-4257-87fc-e3f41bed8970,1.0
872629dc-18ff-4571-b62f-89af9d28daaa,e26ecf43-af0a-4550-9c70-db076f8ed532,1.0
5a88f18d-2daf-4257-87fc-e3f41bed8970,e26ecf43-af0a-4550-9c70-db076f8ed532,1.0
087a7ec6-058a-4c49-b498-c56adb9d36e9,990c3b73-5206-41a0-a36e-14aa34cce447,1.0
087a7ec6-058a-4c49-b498-c56adb9d36e9,2f3e0d1c-f437-415b-940f-51f201363b7c,1.0
087a7ec6-058a-4c49-b498-c56adb9d36e9,4f563db4-07fe-459c-a700-b88964d01628,1.0
087a7ec6-058a-4c49-b498-c56adb9d36e9,a3d44d3e-6f3d-4fdf-bc7e-dc2c29bdedba,1.0
990c3b73-5206-41a0-a36e-14aa34cce447,2f3e0d1c-f437-415b-940f-51f201363b7c,1.0
990c3b73-5206-41a0-a36e-14aa34cce447,4f563db4-07fe-459c-a700-b88964d01628,1.0
990c3b73-5206-41a0-a36e-14aa34cce447,a3d44d3e-6f3d-4fdf-bc7e-dc2c29bdedba,1.0
2f3e0d1c-f437-415b-940f-51f201363b7c,4f563db4-07fe-459c-a700-b88964d01628,1.0
2f3e0d1c-f437-415b-940f-51f201363b7c,a3d44d3e-6f3d-4fdf-bc7e-dc2c29bdedba,1.0
4f563db4-07fe-459c-a700-b88964d01628,a3d44d3e-6f3d-4fdf-bc7e-dc2c29bdedba,1.0
96072c04-686c-4377-b465-9e191f0038dc,4593378d-486b-4bd4-9243-d9948b37b4a4,0.5
222bb263-c9a2-493c-8fa6-1b1176753b3b,4593378d-486b-4bd4-9243-d9948b37b4a4,0.5
